"","age1.A","age2_no_comorbid.A","age2_comorbid.A","age3_no_comorbid.A","age3_comorbid.A"
"1",0,0,0,0,0
"2",44,48,5,3,3
"3",46,46,5,4,5
"4",52,39,7,2,5
"5",44,52,12,6,7
"6",0,0,0,0,0
"7",39,45,6,3,4
"8",60,66,7,4,3
"9",47,47,6,3,5
"10",45,57,10,4,4
"11",0,0,0,0,0
"12",0,0,0,0,0
"13",49,46,8,3,2
"14",49,39,9,3,4
"15",42,47,9,4,4
"16",54,49,7,3,3
"17",50,48,7,2,6
"18",62,53,10,5,4
"19",43,39,7,4,4
"20",41,53,5,2,6
"21",58,45,12,1,5
"22",45,51,9,2,5
"23",47,46,8,5,5
"24",39,51,6,3,5
"25",56,43,8,4,4
"26",44,40,7,4,5
"27",47,54,7,1,3
"28",39,54,8,5,4
"29",50,53,8,3,5
"30",44,51,7,3,4
"31",41,52,6,2,3
"32",41,42,8,3,4
"33",39,47,9,4,5
"34",51,54,10,4,6
"35",52,41,5,4,4
"36",62,40,8,2,9
"37",0,0,0,0,0
"38",66,46,8,3,6
"39",44,46,5,4,6
"40",0,0,0,0,0
"41",43,50,11,3,4
"42",0,0,0,0,0
"43",51,44,11,4,3
"44",46,47,7,3,4
"45",47,50,8,2,8
"46",57,44,7,1,3
"47",47,56,7,1,6
"48",39,57,10,4,2
"49",50,63,4,3,3
"50",48,46,7,2,5
"51",36,35,9,4,4
"52",67,50,5,3,5
"53",44,46,10,4,2
"54",43,49,7,2,7
"55",70,47,8,2,4
"56",41,41,11,4,5
"57",43,50,9,3,4
"58",0,0,0,0,0
"59",49,59,9,3,4
"60",44,54,9,5,7
"61",57,53,7,2,6
"62",0,0,0,0,0
"63",49,39,7,1,5
"64",0,0,0,0,0
"65",48,40,7,3,3
"66",48,51,6,3,3
"67",47,47,9,1,4
"68",52,44,11,5,5
"69",0,0,0,0,0
"70",55,51,10,2,3
"71",47,49,12,3,4
"72",45,42,8,3,4
"73",48,47,9,1,9
"74",53,53,6,2,6
"75",54,53,6,4,5
"76",50,49,6,3,5
"77",46,43,7,1,4
"78",0,0,0,0,0
