"","age1_orange.H","age1_green.H","age2_no_comorbid_orange.H","age2_no_comorbid_green.H","age2_comorbid_green.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",78.2696025028454,0,73.0457809418228,0,0,0,0
"2",0,0,12.0186697889327,0,0,0,0
"3",36.33394890532,0,78.7217383355574,0,0,0,0
"4",84.7417905336504,0,68.5930412680716,0,0,0,0
"5",84.6045351248992,0,108.738143697807,0,130.177774581079,153.511885282262,131.116427085093
"6",0,0,0,0,0,0,0
"7",72.7366402834659,0,73.118431502986,0,0,0,0
"8",0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0
"10",69.1024184162482,0,62.6669323012947,0,0,0,0
"11",0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0
"13",76.4410101406278,0,87.5257663765685,0,0,0,0
"14",0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0
"16",74.6148623938508,0,87.8302996616811,0,0,0,73.5081446791987
"17",0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0
"19",118.311498101207,0,68.6768472686929,0,0,0,0
"20",60.8942012610833,0,79.9869273152663,0,107.438044531499,142.042643778192,99.4832065571649
"21",0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0
"26",88.354071767587,0,68.1513751849981,101.175131460249,235.192917892482,191.049161130759,203.214918614317
"27",51.7708292596556,0,40.0143840119149,0,35.6918776645662,0,0
"28",76.5798419648218,0,64.1995806011711,0,0,0,0
"29",95.7173618216229,89.6426566483961,96.9763021900944,100.381945820069,105.613395531997,87.462058689273,102.14786231465
"30",92.9776800044602,82.9000688280239,104.632972093604,0,0,0,0
"31",88.9794251844778,0,72.4941072676299,0,0,0,0
"32",0,0,0,0,0,0,0
"33",82.9735173023519,0,59.3452949600956,0,0,0,0
"34",0,0,0,0,0,0,0
"35",0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0
"37",86.6987239068361,0,81.4491146906698,0,0,0,0
"38",64.3976731119766,0,78.526445109804,0,0,0,0
"39",83.2397767626953,0,89.1500059825544,0,0,0,0
"40",104.37315171962,138.188143903445,106.200575536298,166.687200322926,150.274292656086,189.142425677655,158.21947005493
"41",81.8873786011708,0,93.2647791976791,0,0,0,0
"42",0,0,0,0,0,0,0
"43",127.53155466788,0,100.624985679362,0,0,0,0
"44",77.1068938586913,0,95.0308653445771,0,0,0,0
"45",67.8596080785467,0,81.668534873389,0,0,0,0
"46",68.5723266832225,0,102.129948195315,0,0,0,0
"47",0,0,0,0,0,0,0
"48",66.8772780156953,153.924520587298,92.6794672118156,0,127.15825454262,117.613999893849,143.231086384252
"49",80.5429320356597,0,63.9800850594867,0,0,0,0
"50",98.8814905805165,0,85.1491229064988,0,0,0,0
"51",48.1552749798911,0,35.9680081424588,0,0,0,0
"52",51.033646089236,0,78.775269666734,0,0,0,0
"53",111.300507102547,0,139.210089898443,0,0,0,0
"54",0,0,0,0,0,0,0
"55",77.5144721906329,0,60.7323970533924,0,0,0,0
"56",82.3766128361921,0,77.4861287682692,0,0,0,0
"57",79.7948155403549,0,82.0313944082782,0,0,0,0
"58",0,0,0,0,0,0,0
"59",70.3196725562237,0,59.3789432417527,82.958847425106,82.3993237577328,0,75.3225161255878
"60",105.523289325983,87.975384795237,132.67848761847,84.0114552821565,46.339812449639,0,93.7964133758387
"61",0,0,0,0,0,0,0
"62",56.2455982984674,0,34.992077265659,0,0,0,0
"63",80.8241302629578,0,82.101458115222,0,0,0,66.7837077448867
"64",0,0,0,0,0,0,0
"65",0,0,0,0,0,0,0
"66",83.1060253374716,0,96.306088802733,0,0,0,0
"67",61.2468540033684,0,63.4388610727219,0,0,0,0
"68",113.262835604031,0,109.472267289367,0,0,0,0
"69",0,0,0,0,0,0,0
"70",57.9159282889705,0,81.832355646982,0,0,0,0
"71",0,0,0,0,0,0,0
"72",0,0,0,0,0,0,0
"73",57.8106904505751,0,90.8051568428311,0,0,0,0
"74",0,0,0,0,0,0,0
"75",77.6815953974916,0,58.7067083220327,0,0,0,0
"76",87.0543001616924,0,113.964946349956,0,0,0,0
"77",0,0,0,0,0,0,0
"78",83.0281750182491,0,52.0866103755376,0,0,0,0
"79",0,0,0,0,0,0,0
"80",99.6726661340087,0,90.9364275866082,0,0,0,0
"81",69.766405848806,0,75.673642416452,0,0,0,0
"82",103.665414415698,0,88.5415848488102,0,0,0,0
"83",0,0,0,0,0,0,0
"84",97.5469135339378,0,85.8433972906065,0,0,0,0
"85",0,0,0,0,0,0,0
"86",129.182725628873,0,115.696594731172,0,0,0,0
"87",0,0,0,0,0,0,0
"88",0,0,0,0,0,0,0
"89",0,0,0,0,0,0,0
"90",0,0,0,0,0,0,0
"91",53.8145626625339,0,92.4633670065891,0,74.1785979872732,0,0
"92",96.3261785195635,0,100.239171588033,0,0,0,0
"93",58.071780124677,0,61.0811320844677,0,0,0,0
"94",0,0,0,0,0,0,0
"95",0,0,0,0,0,0,0
"96",91.3821306487421,0,112.341506638302,0,0,0,0
"97",0,0,0,0,0,0,0
"98",0,0,0,0,0,0,0
"99",70.2014404982409,0,72.6821991346298,0,0,0,0
"100",139.826881828239,0,114.202901618115,0,109.413652623417,0,106.722438127634
"101",71.0796832468049,0,87.4466046702262,0,0,0,0
"102",0,0,0,0,0,0,0
"103",0,0,0,0,0,0,0
"104",79.1958381390734,128.219555242295,69.1571438290192,0,119.598777167269,92.8161464108368,114.880844669673
"105",0,0,0,0,0,0,0
"106",0,0,0,0,0,0,0
"107",79.8172428117193,0,66.7909660171115,0,0,0,0
"108",100.454404823951,0,78.9952736269496,0,0,0,0
"109",0,0,0,0,0,0,0
"110",97.6201764447043,0,70.9549064144583,0,0,0,0
"111",0,0,0,0,0,0,0
"112",78.9253993491985,0,79.4871335117526,94.4310039793996,75.6162176714108,101.350472667406,124.382881614999
"113",0,0,0,0,0,0,0
"114",60.7658095919418,140.472503632496,84.2493988953241,0,106.728826280668,106.183671811939,139.996122919165
"115",0,0,0,0,0,0,0
"116",84.4203999208526,0,95.86538995345,0,0,0,0
"117",95.0626792376501,0,67.3479448945118,0,0,105.632382419496,0
"118",90.0583245879524,0,78.5760338096203,0,0,0,0
"119",73.5595735851699,0,81.1782543420372,0,0,0,0
"120",0,0,0,0,0,0,0
"121",62.8843466727593,0,83.3583996401958,0,0,0,0
"122",0,0,0,0,0,0,0
"123",0,0,0,0,0,0,0
"124",0,0,0,0,0,0,0
"125",0,0,12.4546536797251,0,0,0,0
"126",76.6683188565317,0,81.9672207759674,0,0,0,0
"127",79.0437839777912,0,57.2758953011837,0,0,0,0
"128",0,0,0,0,0,0,0
"129",0,0,0,0,0,0,0
"130",0,0,0,0,0,0,0
"131",83.698196018335,0,85.746573111192,0,0,0,0
"132",0,0,0,0,0,0,0
"133",0,0,0,0,0,0,0
"134",74.1180784912637,0,81.8693510895135,0,0,0,0
"135",91.3681381703513,0,75.1156551468933,163.563914473925,121.104219139514,0,130.540765028964
"136",80.7668739767651,0,87.9200154115313,0,0,0,0
"137",0,0,0,0,0,0,0
"138",69.8539438873021,0,54.7760582873542,0,0,0,0
"139",0,0,0,0,0,0,0
"140",0,0,0,0,0,0,0
"141",0,0,0,0,0,0,0
"142",66.5970518291265,0,70.2920472153525,0,0,0,0
"143",73.8926477834048,0,74.9174011711992,0,0,0,0
"144",0,0,0,0,0,0,0
"145",69.6410749028983,57.0237719303753,67.5578154234309,42.005823122846,47.1251244903213,96.434658577024,0
"146",141.201536451828,0,143.376038477063,0,0,0,0
"147",60.2601430661736,0,59.1452773772276,0,0,0,0
"148",62.8679259071101,0,69.5033829414468,0,0,0,0
"149",65.4080790321347,0,74.5126709950299,0,0,0,0
"150",104.06543130047,0,108.43410529508,0,0,0,0
"151",76.8349803951089,0,63.058370479916,0,0,0,0
"152",0,0,0,0,0,0,0
"153",0,0,0,0,0,0,0
"154",86.5983881153613,0,69.6227862306443,0,0,0,0
"155",69.4391439393884,0,71.5885407823079,0,0,0,0
"156",48.4403834297271,0,64.0814388395782,0,0,0,0
"157",0,0,0,0,0,0,0
"158",0,0,0,0,0,0,0
"159",0,0,0,0,0,0,0
"160",86.0297690508555,0,52.2518934383823,0,0,0,0
"161",91.6322476610176,0,104.046226341687,0,0,0,0
"162",0,0,0,0,0,0,0
"163",68.3955252785078,0,70.4540727227095,187.303766839534,107.692153051039,251.409516726201,179.497503206307
"164",61.6954849963934,0,71.2731779739328,0,0,0,0
"165",49.4459972314818,0,74.245231634139,0,0,0,0
"166",0,0,0,0,0,0,0
"167",73.9069062795442,105.414465884578,89.5359410800681,0,107.994367343916,111.061720923232,104.038066814889
"168",0,0,0,0,0,0,0
"169",73.6671235695974,0,76.1770440408475,0,0,0,0
"170",82.8249822362152,0,47.7333799818101,0,0,0,80.9981782280463
"171",99.7555181684686,0,122.852607951445,0,0,0,0
"172",0,0,0,0,0,0,0
"173",0,0,0,0,0,0,0
"174",71.5527655878598,0,85.1737300438016,0,0,0,0
"175",0,0,0,0,0,0,0
"176",118.110792602636,0,142.416900329007,0,0,0,0
"177",63.984688966351,0,86.7791162083489,0,0,0,0
"178",0,0,0,0,0,0,0
"179",0,0,0,0,0,0,0
"180",60.2835435486666,0,72.6662594132473,0,0,0,0
"181",82.1515373609267,0,88.6149816648014,0,0,0,0
"182",99.2283728760714,0,99.6013136327303,0,0,0,0
"183",0,0,0,0,0,0,0
"184",0,0,0,0,0,0,0
"185",70.5154560118703,0,85.141913927798,0,0,0,0
"186",102.123737732914,0,76.9563863670337,0,0,0,0
"187",65.4261339742624,0,66.5654179557297,0,0,0,0
"188",0,0,0,0,0,0,0
"189",75.6770469923302,0,91.9002293963374,0,0,0,0
"190",64.9630583616848,126.898362390856,81.4317473949907,75.1055420130614,76.6084689423605,62.854922522615,85.0914138823324
"191",84.8871870181749,0,75.3770608418113,0,79.4892867624948,84.3764048423642,85.5578862968746
"192",0,0,0,0,0,0,0
"193",0,0,0,0,0,0,0
"194",107.023268780546,0,103.405601983442,0,0,0,0
"195",0,0,0,0,0,0,0
"196",0,0,0,0,0,0,0
"197",63.4359765777343,0,76.3796223367852,0,0,0,0
"198",101.319813567946,0,85.396136933718,0,140.861464967882,0,0
"199",35.1041451026169,0,77.1048307858109,0,0,0,0
"200",92.752420723178,0,89.7257639464909,0,0,0,0
"201",71.1005493228688,156.722130070927,55.0509296365391,138.360096665684,123.798306257557,73.543829385307,154.783286469598
"202",108.798966367012,0,116.868865183136,0,138.6537361289,0,138.773962493135
"203",76.3941909466583,0,57.2231168390599,0,0,0,0
"204",62.9001540637087,0,57.7358014114732,0,0,0,0
"205",0,0,0,0,0,0,0
"206",80.1088749003332,0,84.8353310757373,0,0,0,0
"207",0,0,0,0,0,0,0
"208",109.927063776319,0,106.830540898977,0,0,0,0
"209",0,0,0,0,0,0,0
"210",0,0,0,0,0,0,0
"211",0,0,0,0,0,0,0
"212",0,0,0,0,0,0,0
"213",0,0,0,0,0,0,0
"214",74.5274431044557,0,88.1529481864888,0,0,0,0
"215",0,0,0,0,0,0,0
"216",163.404569723174,0,184.680778367481,0,0,0,0
"217",58.4773446185007,0,61.9522339513181,0,110.703681684562,0,127.791077149553
"218",98.7495130834999,0,98.7391656180431,0,108.631805664347,121.694484597121,108.395904909943
"219",117.139982646274,0,117.137786905245,0,0,0,0
"220",74.9392060731372,0,86.0374930121218,0,0,0,0
"221",84.5441734718336,0,101.831370222786,0,0,0,0
"222",37.6401886957447,0,81.5239666368656,125.122838989526,213.727163762311,116.242798976322,199.515217795741
"223",86.1455855229151,0,99.6301211580855,0,0,0,0
"224",83.1137932730615,0,64.120192476503,0,0,0,0
"225",0,0,0,0,0,0,0
"226",107.213684648747,0,135.156629910778,0,0,0,0
"227",0,0,0,0,0,0,0
"228",0,0,0,0,0,0,0
"229",0,0,0,0,0,0,0
"230",48.1044683501963,75.2462032736699,53.5576646080243,0,131.891485714699,0,107.263285103351
"231",64.052004093828,0,71.4403312266947,0,0,0,0
"232",93.6120897915157,0,88.3362945510827,0,0,0,0
"233",100.205910835734,0,87.1673140463711,0,0,0,0
"234",61.2909860609499,0,74.2730260290632,0,0,0,0
"235",0,0,0,0,0,0,0
"236",0,0,0,0,0,0,0
"237",88.7788792437665,0,93.570338384122,0,0,0,0
"238",62.5007043086537,0,79.3691387759317,0,0,0,0
"239",89.8580279137136,0,94.7385245866529,0,0,0,0
"240",128.394553314906,0,107.044054305928,0,0,0,0
"241",0,0,0,0,0,0,0
"242",61.5972170993048,0,76.1088605062426,0,82.8449461402699,0,65.9917330026155
"243",76.4263816619851,0,96.9184019632076,0,84.1733771783409,0,0
"244",0,0,0,0,0,0,0
"245",65.5299283165716,0,68.6519235676353,0,0,0,0
"246",0,0,0,0,0,0,0
"247",0,0,0,0,0,0,0
"248",0,0,0,0,0,0,0
"249",93.0406350180843,0,100.851695075471,0,0,0,0
"250",71.4423844879572,0,63.1085406648113,0,0,0,51.8926923682122
"251",71.9652262882728,0,107.748800218127,0,0,0,0
"252",0,0,0,0,0,0,0
"253",0,0,0,0,0,0,0
"254",0,0,0,0,0,0,0
"255",76.666170831928,0,74.0023266110252,0,0,0,99.2691755020056
"256",103.723591349235,0,84.518875801941,0,0,0,0
"257",0,0,0,0,0,0,0
"258",0,0,0,0,0,0,0
"259",80.3112212721788,0,102.813627084297,0,0,0,0
"260",89.799621150243,0,91.6683054951103,0,0,0,64.4160645565718
"261",0,0,0,0,0,0,0
"262",90.4848838840591,0,75.1847390250558,0,122.687975689337,124.189583415954,110.890911557939
"263",83.4736922438397,0,54.3680104596959,0,0,0,0
"264",58.3335874394343,0,72.9848164882685,0,0,0,0
"265",68.4749449630829,0,103.400678338085,0,0,0,0
"266",0,0,0,0,0,0,0
"267",98.4715920784547,85.2582447078487,77.4560947900039,103.066841482947,98.14548381507,124.475488420625,126.985661456259
"268",120.058755533785,0,118.172421961516,0,0,0,0
"269",0,0,0,0,0,0,0
"270",0,0,11.8617411952796,0,0,0,0
"271",58.7561402499794,0,95.0257469253322,89.5423107639101,75.4291254798391,98.2652293074199,52.8521911753261
"272",61.1847577143614,0,90.6022602000594,0,0,0,0
"273",0,0,0,0,0,0,0
"274",0,0,0,0,0,0,0
"275",89.0027843848128,0,76.4347599187149,0,0,0,0
"276",0,0,0,0,0,0,0
"277",0,0,0,0,0,0,0
"278",0,0,0,0,0,0,0
"279",108.460220940283,158.473989552428,82.8238426778732,191.443813030072,117.542369431149,0,144.898178236445
"280",0,0,0,0,0,0,0
"281",66.8089866608399,0,66.8105499952232,0,71.1573657701236,0,0
"282",93.3947274280778,153.074566072443,98.6455235468658,179.345785036776,195.543938900612,163.638926487114,148.153912534895
"283",56.2554916322489,126.925009829001,72.6758010750106,168.290808883774,145.433042816645,146.580416575752,132.155389370273
"284",86.2839054797522,0,78.8792273123125,0,0,0,0
"285",76.6286948611886,0,92.1976340136959,0,0,0,0
"286",57.2526240066955,0,68.3047905098012,0,0,0,0
"287",0,0,0,0,0,0,0
"288",0,0,0,0,0,0,0
"289",0,0,0,0,0,0,0
"290",76.8101051492683,0,96.9548933143656,0,0,0,0
"291",0,0,0,0,0,0,0
"292",83.408106904346,0,98.1542191801127,0,123.934592212107,0,105.538399282413
"293",105.077162690062,0,99.5450199449216,0,0,0,89.3190800167021
"294",79.2544884776627,0,119.781567924612,0,0,0,0
"295",97.0052239334892,0,98.5153602769073,0,0,0,0
"296",80.6646880508249,128.571435140671,58.592327312711,0,46.7098512400744,0,55.6116359755955
"297",0,0,0,0,0,0,0
"298",0,0,0,0,0,0,0
"299",138.333146417038,0,131.250403362471,0,0,0,0
"300",109.77741490828,0,60.6440799793036,0,0,0,0
"301",73.8875067665656,0,76.4436025745166,0,0,0,0
"302",0,0,0,0,0,0,0
"303",0,0,0,0,0,0,0
"304",70.6676155531491,0,78.4832532913716,0,0,0,0
"305",49.5442025902451,0,70.8891128351231,0,0,0,0
"306",0,0,0,0,0,0,0
"307",100.219635604111,0,49.5651467929084,0,0,0,0
"308",0,0,0,0,0,0,0
"309",124.637534928585,0,139.222009778205,0,0,0,0
"310",104.439324345483,139.301736081732,82.6103056989294,124.94241353074,137.610189761575,187.535541452949,151.482407097471
"311",83.2584462140776,0,85.6090372093959,0,0,0,0
"312",0,0,0,0,0,0,0
"313",0,0,11.7381454778147,0,0,0,0
"314",76.4690241067701,0,72.8646548963014,0,0,0,0
"315",117.032036666582,0,98.3056580590096,0,67.2513394055331,77.9257553591816,0
"316",0,0,0,0,0,0,0
"317",86.9550538808196,0,97.828744570585,0,94.0647954498204,0,0
"318",125.342039493169,0,112.292773730708,0,0,0,0
"319",103.709793917986,0,95.2634054718089,0,0,0,0
"320",79.2580699103261,0,123.088398539957,0,0,0,0
"321",76.5140783774674,0,107.508648977569,0,0,0,0
"322",0,0,0,0,0,0,0
"323",44.0747817462019,0,43.6543046144733,0,0,0,0
"324",108.077142011525,0,109.124810233067,0,0,0,71.5847328508117
"325",92.1736216864553,0,81.2839788711178,0,0,0,0
"326",64.638044218361,0,76.3288801681036,0,0,0,0
"327",0,0,19.5147454694361,0,0,0,0
"328",0,0,0,0,0,0,0
"329",0,0,0,0,0,0,0
"330",89.5714011840352,0,60.4884768058274,0,0,0,0
"331",0,0,0,0,0,0,0
"332",59.9561911995797,0,82.9638328074959,0,0,0,0
"333",76.981214142332,0,60.8913726079102,0,0,0,0
"334",66.1622988774873,0,64.7456582478491,0,0,0,0
"335",72.2841552064975,0,54.841545262672,0,151.735830266285,112.178644271164,131.521170926517
"336",0,0,0,0,0,0,0
"337",0,0,0,0,0,0,0
"338",73.9461540101661,0,76.4725390103237,0,0,0,0
"339",115.754087825491,162.112024877284,107.184960978119,175.190120157479,204.868677711839,150.103087978899,187.591350479974
"340",87.8947119557996,0,59.9903778895233,0,0,0,0
"341",86.0332975507909,0,105.540287098829,0,0,0,0
"342",82.7767355332838,0,56.8410591929978,0,82.0491664690706,0,0
"343",66.8188165016816,0,66.6809390261907,0,0,0,0
"344",137.236751535358,0,142.509083204012,0,0,0,0
"345",56.5614551980942,0,64.9860645510312,0,0,0,0
"346",83.5938988680912,0,112.931424839707,0,91.9141971163979,0,120.67815683629
"347",70.8420103974727,0,62.3305930497944,0,0,0,0
"348",0,0,0,0,0,0,0
"349",65.0411199942062,0,57.2884804328511,0,0,0,0
